@relation tic-tac-toe
@attribute a1 {0,1,2}
@attribute a2 {0,1,2}
@attribute a3 {0,1,2}
@attribute a4 {0,1,2}
@attribute a5 {0,1,2}
@attribute a6 {0,1,2}
@attribute a7 {0,1,2}
@attribute a8 {0,1,2}
@attribute a9 {0,1,2}
@attribute class{0,1}

@data
0,1,0,1,1,2,0,1,0,1
0,1,0,2,0,0,1,1,1,1
0,1,0,2,1,0,0,1,1,1
0,1,0,2,1,0,2,1,2,1
0,1,0,2,1,1,0,1,0,1
0,1,0,2,1,2,0,1,2,1
0,1,0,2,1,2,2,1,0,1
0,1,1,0,0,1,2,0,1,1
0,1,1,0,1,0,1,0,2,1
0,1,1,0,1,0,1,2,0,1
0,1,1,0,1,0,2,1,0,1
0,1,1,0,1,2,1,0,0,1
0,1,1,2,0,1,0,0,1,1
0,1,1,2,1,0,0,1,0,1
0,1,1,2,1,0,1,0,0,1
0,1,2,0,1,0,1,1,0,1
0,1,2,0,1,0,2,1,2,1
0,1,2,0,1,2,2,1,0,1
0,1,2,1,1,0,0,1,0,1
0,1,2,2,1,0,0,1,2,1
0,1,2,2,1,0,2,1,0,1
0,1,2,2,1,2,0,1,0,1
0,2,0,0,0,1,1,1,1,1
0,2,0,0,1,0,1,1,1,1
0,2,0,0,2,2,1,1,1,1
0,2,0,1,0,0,1,1,1,1
0,2,0,1,1,1,0,0,1,1
0,2,0,1,1,1,0,1,0,1
0,2,0,1,1,1,0,2,2,1
0,2,0,1,1,1,1,0,0,1
0,2,0,1,1,1,2,0,2,1
0,2,0,1,1,1,2,2,0,1
0,2,0,2,0,2,1,1,1,1
0,2,0,2,2,0,1,1,1,1
0,2,1,0,0,1,1,0,1,1
0,2,1,0,0,1,2,2,1,1
0,2,1,0,1,0,1,0,1,1
0,2,1,0,1,0,1,1,0,1
0,2,1,0,1,0,1,2,2,1
0,2,1,0,1,1,1,0,0,1
0,2,1,0,1,2,1,0,2,1
0,2,1,0,1,2,1,2,0,1
0,2,1,0,2,1,2,0,1,1
0,2,1,1,0,1,0,0,1,1
0,2,1,1,1,0,1,0,0,1
0,2,1,2,0,1,0,2,1,1
0,2,1,2,0,1,2,0,1,1
0,2,1,2,1,0,1,0,2,1
0,2,1,2,1,0,1,2,0,1
0,2,1,2,1,2,1,0,0,1
0,2,1,2,2,1,0,0,1,1
0,2,2,0,0,2,1,1,1,1
0,2,2,0,2,0,1,1,1,1
0,2,2,1,1,1,0,0,2,1
0,2,2,1,1,1,0,2,0,1
0,2,2,1,1,1,2,0,0,1
0,2,2,2,0,0,1,1,1,1
1,0,0,0,0,2,1,1,1,1
1,0,0,0,1,0,1,2,1,1
1,0,0,0,1,0,2,1,1,1
1,0,0,0,1,1,0,2,1,1
1,0,0,0,1,1,2,0,1,1
1,0,0,0,1,2,0,1,1,1
1,0,0,0,1,2,1,0,1,1
1,0,0,0,1,2,2,2,1,1
1,0,0,0,2,0,1,1,1,1
1,0,0,1,0,0,1,1,2,1
1,0,0,1,0,0,1,2,1,1
1,0,0,1,0,1,1,2,0,1
1,0,0,1,0,2,1,1,0,1
1,0,0,1,0,2,1,2,2,1
1,0,0,1,1,0,0,2,1,1
1,0,0,1,1,0,1,0,2,1
1,0,0,1,1,0,2,0,1,1
1,0,0,1,1,1,0,0,2,1
1,0,0,1,1,1,0,2,0,1
1,0,0,1,1,1,2,0,0,1
1,0,0,1,1,2,0,0,1,1
1,0,0,1,1,2,1,0,0,1
1,0,0,1,2,0,1,0,1,1
1,0,0,1,2,0,1,2,2,1
1,0,0,1,2,1,1,0,0,1
1,0,0,1,2,2,1,0,2,1
1,0,0,1,2,2,1,2,0,1
1,0,0,2,0,0,1,1,1,1
1,0,0,2,1,0,0,1,1,1
1,0,0,2,1,0,1,0,1,1
1,0,0,2,1,0,2,2,1,1
1,0,0,2,1,1,0,0,1,1
1,0,0,2,1,2,0,2,1,1
1,0,0,2,1,2,2,0,1,1
1,0,1,0,0,1,0,2,1,1
1,0,1,0,1,0,0,2,1,1
1,0,1,0,1,0,1,0,2,1
1,0,1,0,1,0,1,2,0,1
1,0,1,0,1,0,2,0,1,1
1,0,1,0,1,2,0,0,1,1
1,0,1,0,1,2,1,0,0,1
1,0,1,0,2,1,0,0,1,1
1,0,1,1,0,0,1,2,0,1
1,0,1,1,2,0,1,0,0,1
1,0,1,2,1,0,0,0,1,1
1,0,1,2,1,0,1,0,0,1
1,0,2,0,1,0,0,1,1,1
1,0,2,0,1,0,1,0,1,1
1,0,2,0,1,0,2,2,1,1
1,0,2,0,1,1,0,0,1,1
1,0,2,0,1,2,0,2,1,1
1,0,2,0,1,2,2,0,1,1
1,0,2,1,0,0,1,1,0,1
1,0,2,1,0,0,1,2,2,1
1,0,2,1,0,2,1,2,0,1
1,0,2,1,1,0,0,0,1,1
1,0,2,1,1,0,1,0,0,1
1,0,2,1,2,0,1,0,2,1
1,0,2,1,2,0,1,2,0,1
1,0,2,1,2,2,1,0,0,1
1,0,2,2,1,0,0,2,1,1
1,0,2,2,1,0,2,0,1,1
1,0,2,2,1,2,0,0,1,1
1,1,0,0,1,0,0,1,2,1
1,1,0,0,1,0,0,2,1,1
1,1,0,0,1,0,2,0,1,1
1,1,0,0,1,2,0,0,1,1
1,1,0,0,1,2,0,1,0,1
1,1,0,1,0,0,1,0,2,1
1,1,0,1,0,2,1,0,0,1
1,1,0,2,1,0,0,0,1,1
1,1,1,0,0,1,0,0,2,1
1,1,1,0,0,1,0,2,0,1
1,1,1,0,0,1,2,0,0,1
1,1,1,0,0,2,0,0,1,1
1,1,1,0,0,2,0,1,0,1
1,1,1,0,0,2,0,2,2,1
1,1,1,0,0,2,1,0,0,1
1,1,1,0,0,2,2,0,2,1
1,1,1,0,0,2,2,2,0,1
1,1,1,0,1,0,0,0,2,1
1,1,1,0,1,0,0,2,0,1
1,1,1,0,1,0,2,0,0,1
1,1,1,0,2,0,0,0,1,1
1,1,1,0,2,0,0,1,0,1
1,1,1,0,2,0,0,2,2,1
1,1,1,0,2,0,1,0,0,1
1,1,1,0,2,0,2,0,2,1
1,1,1,0,2,0,2,2,0,1
1,1,1,0,2,2,0,0,2,1
1,1,1,0,2,2,0,2,0,1
1,1,1,0,2,2,2,0,0,1
1,1,1,1,0,0,0,0,2,1
1,1,1,1,0,0,0,2,0,1
1,1,1,1,0,0,2,0,0,1
1,1,1,2,0,0,0,0,1,1
1,1,1,2,0,0,0,1,0,1
1,1,1,2,0,0,0,2,2,1
1,1,1,2,0,0,1,0,0,1
1,1,1,2,0,0,2,0,2,1
1,1,1,2,0,0,2,2,0,1
1,1,1,2,0,2,0,0,2,1
1,1,1,2,0,2,0,2,0,1
1,1,1,2,0,2,2,0,0,1
1,1,1,2,2,0,0,0,2,1
1,1,1,2,2,0,0,2,0,1
1,1,1,2,2,0,2,0,0,1
1,1,2,0,1,0,0,0,1,1
1,1,2,0,1,0,0,1,0,1
1,1,2,1,0,0,1,0,0,1
1,2,0,0,1,0,0,1,1,1
1,2,0,0,1,0,1,0,1,1
1,2,0,0,1,0,2,2,1,1
1,2,0,0,1,1,0,0,1,1
1,2,0,0,1,2,0,2,1,1
1,2,0,0,1,2,2,0,1,1
1,2,0,1,0,0,1,0,1,1
1,2,0,1,0,0,1,2,2,1
1,2,0,1,0,1,1,0,0,1
1,2,0,1,0,2,1,0,2,1
1,2,0,1,0,2,1,2,0,1
1,2,0,1,1,0,0,0,1,1
1,2,0,1,2,0,1,0,2,1
1,2,0,1,2,2,1,0,0,1
1,2,0,2,1,0,0,2,1,1
1,2,0,2,1,0,2,0,1,1
1,2,0,2,1,2,0,0,1,1
1,2,1,0,0,1,0,0,1,1
1,2,1,0,1,0,0,0,1,1
1,2,1,0,1,0,1,0,0,1
1,2,1,1,0,0,1,0,0,1
1,2,2,0,1,0,0,2,1,1
1,2,2,0,1,0,2,0,1,1
1,2,2,0,1,2,0,0,1,1
1,2,2,1,0,0,1,0,2,1
1,2,2,1,0,0,1,2,0,1
1,2,2,1,0,2,1,0,0,1
1,2,2,1,2,0,1,0,0,1
1,2,2,2,1,0,0,0,1,1
2,0,0,0,0,1,1,1,1,1
2,0,0,0,1,0,1,1,1,1
2,0,0,0,2,2,1,1,1,1
2,0,0,1,0,0,1,1,1,1
2,0,0,1,1,1,0,0,1,1
2,0,0,1,1,1,0,1,0,1
2,0,0,1,1,1,0,2,2,1
2,0,0,1,1,1,1,0,0,1
2,0,0,1,1,1,2,0,2,1
2,0,0,1,1,1,2,2,0,1
2,0,0,2,0,2,1,1,1,1
2,0,0,2,2,0,1,1,1,1
2,0,1,0,0,1,0,1,1,1
2,0,1,0,0,1,2,2,1,1
2,0,1,0,1,0,1,0,1,1
2,0,1,0,1,0,1,1,0,1
2,0,1,0,1,0,1,2,2,1
2,0,1,0,1,1,0,0,1,1
2,0,1,0,1,1,1,0,0,1
2,0,1,0,1,2,1,0,2,1
2,0,1,0,1,2,1,2,0,1
2,0,1,0,2,1,0,2,1,1
2,0,1,0,2,1,2,0,1,1
2,0,1,1,1,0,1,0,0,1
2,0,1,2,0,1,0,2,1,1
2,0,1,2,1,0,1,0,2,1
2,0,1,2,1,0,1,2,0,1
2,0,1,2,1,2,1,0,0,1
2,0,1,2,2,1,0,0,1,1
2,0,2,0,0,2,1,1,1,1
2,0,2,0,2,0,1,1,1,1
2,0,2,1,1,1,0,0,2,1
2,0,2,1,1,1,0,2,0,1
2,0,2,1,1,1,2,0,0,1
2,0,2,2,0,0,1,1,1,1
2,1,0,0,1,0,0,1,1,1
2,1,0,0,1,0,2,1,2,1
2,1,0,0,1,1,0,1,0,1
2,1,0,0,1,2,0,1,2,1
2,1,0,0,1,2,2,1,0,1
2,1,0,2,1,0,0,1,2,1
2,1,0,2,1,2,0,1,0,1
2,1,1,0,0,1,0,0,1,1
2,1,1,0,1,0,0,1,0,1
2,1,1,0,1,0,1,0,0,1
2,1,2,0,1,0,0,1,2,1
2,1,2,0,1,0,2,1,0,1
2,1,2,0,1,2,0,1,0,1
2,1,2,2,1,0,0,1,0,1
2,2,0,0,0,2,1,1,1,1
2,2,0,0,2,0,1,1,1,1
2,2,0,1,1,1,0,0,2,1
2,2,0,1,1,1,0,2,0,1
2,2,0,1,1,1,2,0,0,1
2,2,0,2,0,0,1,1,1,1
2,2,1,0,0,1,0,2,1,1
2,2,1,0,0,1,2,0,1,1
2,2,1,0,1,0,1,0,2,1
2,2,1,0,1,0,1,2,0,1
2,2,1,0,1,2,1,0,0,1
2,2,1,0,2,1,0,0,1,1
2,2,1,2,0,1,0,0,1,1
2,2,1,2,1,0,1,0,0,1
0,0,1,1,0,0,0,1,1,1
0,0,1,1,1,0,0,0,1,1
0,0,1,1,1,0,0,1,0,1
0,1,0,0,0,1,1,0,1,1
0,1,0,0,1,0,1,0,1,1
0,1,0,0,1,1,1,0,0,1
0,1,0,1,0,0,1,0,1,1
0,1,0,1,1,0,0,0,1,1
0,1,1,1,0,0,0,0,1,1
1,0,0,0,0,1,1,1,0,1
1,0,0,0,1,1,0,1,0,1
1,0,0,0,1,1,1,0,0,1
1,0,1,0,0,1,0,1,0,1
1,0,1,0,1,0,0,1,0,1
1,0,1,1,0,0,0,1,0,1
1,1,0,0,0,1,1,0,0,1
